code,name,stockType,closePrice,reate,tradeAmount,market_value,PER,결산월,listingDate,categoryA,categoryB,categoryC,faceValue,issuedStocks,price,high,low,transactionPrice,TotalAssets,sales,operationProfit,salesGrowthRate,DPS,ROA,ROE
015350,부산도시가스,보통주,50300,-.2,5164,5533,8.03,12,19970623,유틸리티,유틸리티,가스,5000,11000000,50800,50800,50000,354,10367,9728,43529,2.2,1000,4.86,7.57
003300,한일홀딩스,보통주,46650,.11,5122,2796,19.06,12,19691120,소재,소재,건축소재,5000,5763156,47400,48200,46600,148,33000,16518,83623,39.2,2300,1.5,1.38
001790,대한제당,보통주,18850,-.8,5097,1691,13.02,12,19681227,필수소비재,음식료 및 담배,식료품,2500,8969658,18750,19000,18650,191,11431,12044,29481,-.33,675,1.27,3.22
034300,신세계건설,보통주,21950,1.14,4769,878,6.01,12,20020617,산업재,자본재,건설,5000,4000000,22000,22000,21450,156,7777,10162,24238,-6.28,800,2.28,8.91
036530,S&T홀딩스,보통주,14100,-.71,4764,2299,4.03,12,20021022,경기소비재,자동차 및 부품,자동차부품,500,16303886,14400,14400,14150,33,22367,15121,126277,7.91,500,5.72,8.78
002170,삼양통상,보통주,61800,-.81,4651,1854,4.07,12,19891110,경기소비재,내구소비재 및 의류,섬유 및 의복,5000,3000000,62500,62500,61600,222,3717,1921,49437,4.86,1000,12.64,14.22
001720,신영증권,보통주,47300,1.16,4645,4440,36.69,03,19870824,금융,증권,증권,5000,9386237,45600,47050,45550,417,96293,1493,16170,-34.28,2500,.21,1.8
004910,조광페인트,보통주,5080,1.18,4612,650,-30.44,12,19761227,산업재,자본재,건축자재,500,12800000,5050,5050,4960,28,3125,2034,-364,-2.92,200,-.75,-1.33
084670,동양고속,보통주,26300,0,4564,762,2.41,12,20050725,산업재,운송,육상운수,5000,2895569,26100,26350,26100,231,1868,1405,9971,6.2,4700,17.11,26.85
003200,일신방직,보통주,69400,1.44,4382,1666,24.35,12,19730523,경기소비재,내구소비재 및 의류,섬유 및 의복,5000,2400000,68000,69300,67900,260,9536,4962,13589,-1.52,1500,.84,1
002840,미원상사,보통주,98000,-.1,4371,4871,9.25,12,19890925,소재,소재,화학,500,4970000,98000,98500,98000,135,2807,2500,32260,-23.93,653.85,11.83,14.74
007540,샘표,보통주,46400,-.54,4245,1334,9.71,12,19760629,필수소비재,음식료 및 담배,식료품,1000,2875800,47000,47200,46600,101,3386,2810,29531,1.87,200,7.5,7.75
037710,광주신세계,보통주,157000,-1.59,4018,2512,5.5,12,20020207,경기소비재,유통,백화점,5000,1600000,161000,162500,159500,182,7524,1549,55103,14.54,3500,6.58,7.44
008110,대동전자,보통주,4405,-.11,3825,462,7.36,03,19900605,IT,하드웨어,전자 장비 및 기기,500,10490447,4405,4460,4385,45,1790,450,1711,-6.21,500,2.59,3.26
172580,하이골드오션12호국제선박투자회사,보통주,2080,-.24,3783,271,,12,20130712,,,,5000,13044500,2075,2185,2070,59,,,,,,,
248170,샘표식품,보통주,44550,.11,3491,2035,5.79,12,20160809,필수소비재,음식료 및 담배,식료품,500,4568286,45300,45300,44450,287,2258,2808,31005,1.88,200,12.43,18.57
004690,삼천리,보통주,81000,-.12,3480,3285,9.06,12,19761223,유틸리티,유틸리티,가스,5000,4055025,81200,81300,79900,405,39124,34616,85565,.16,3000,.95,2.98
134380,미원화학,보통주,56500,1.59,3456,1243,7.23,12,20110215,소재,소재,화학,1000,2199268,55600,55700,55500,98,1191,1547,15484,5.62,1000,12.46,14.07
001130,대한제분,보통주,148000,0,3437,2501,14.67,12,19701125,필수소비재,음식료 및 담배,식료품,5000,1690000,150500,151000,148000,467,10051,9339,23484,8.01,2000,1.77,2.25
005430,한국공항,보통주,30750,1.14,3432,974,8.8,12,19761227,산업재,운송,항공운수,5000,3166355,30900,31000,30350,179,4647,5290,22038,.55,1000,3.66,5.07
031440,신세계푸드,보통주,53200,-.38,3263,2060,62.54,12,20100429,필수소비재,음식료 및 담배,식료품,5000,3872480,53600,53600,52900,159,7333,13201,22160,3.25,750,.64,1.38
023450,동남합성,보통주,38500,1.04,2870,1390,5.05,12,19961224,소재,소재,화학,500,3610000,38100,38300,38000,49,951,1261,9829,-9.49,200,19.21,26.23
017390,서울도시가스,보통주,81400,2.95,2760,4070,12.1,12,19950818,유틸리티,유틸리티,가스,5000,5000000,78000,80600,78000,331,15834,13610,10458,-2.01,1750,2,3.06
000480,조선내화,보통주,73800,.41,2724,2952,14.59,12,19780630,소재,소재,금속 및 광물,5000,4000000,73500,74000,73300,59,10691,7572,21329,-4.06,4000,3.07,4.13
004090,한국석유공업,보통주,91800,-1.31,2634,601,-8.93,12,19770625,소재,소재,건축소재,5000,655200,93700,93700,93000,71,2928,4854,6141,.85,1500,-2.56,-5.29
152550,한국투자ANKOR유전해외자원개발특별자산투자회사1호(지분증권),보통주,1660,0,2576,1162,,12,20120308,,,,0,70020000,1665,1665,1655,11,,,,,,,
024090,디씨엠,보통주,10900,-.46,2489,1275,6.06,12,19990818,소재,소재,금속 및 광물,500,11700000,11000,11000,10800,31,2070,1453,17532,19.04,500,11.88,14.18
006040,동원산업,보통주,209500,0,2399,7705,16.74,12,19890307,필수소비재,음식료 및 담배,식료품,5000,3677641,212000,212000,208500,717,29860,26826,193575,9.74,2000,1.84,4.45
001080,만호제강,보통주,15000,.33,2376,623,44.4,06,19770618,소재,소재,금속 및 광물,1000,4150000,14950,15150,14800,12,2498,1964,-366,-6.09,200,.51,.55
071090,하이스틸,보통주,16050,.93,2238,321,1214.37,12,20030217,소재,소재,금속 및 광물,5000,1999944,16000,16100,15900,18,2343,2143,1109,25.63,100,.01,.02
007310,오뚜기,보통주,567000,-.18,2094,20820,20.63,12,19940812,필수소비재,음식료 및 담배,식료품,5000,3671981,567000,568000,558000,1766,21521,23597,148278,5.02,7500,4.73,7.79
000670,영풍,보통주,504000,-.4,2073,9284,5.1,12,19760612,IT,하드웨어,휴대폰 및 관련부품,5000,1842040,507000,510000,499500,802,48327,30841,84397,3.79,10000,4.34,7.4
072710,농심홀딩스,보통주,73900,.95,1972,3427,9.95,12,20030730,필수소비재,음식료 및 담배,식료품,5000,4637790,73100,73700,72900,203,12165,5367,41257,-1.21,2000,3.04,4.03
015360,예스코홀딩스,보통주,36450,.41,1873,2187,11.41,12,19961224,유틸리티,유틸리티,가스,5000,6000000,36400,36450,35700,16,15443,11082,22143,1.17,1750,1.47,3.61
134790,시디즈,보통주,56200,-.36,1756,1124,11.32,12,20110125,경기소비재,내구소비재 및 의류,내구소비재,500,2000000,57500,58500,56000,80,671,1929,8645,36.84,300,11.24,27.34
002960,한국쉘석유,보통주,241500,0,1752,3140,19.97,12,19880810,소재,소재,화학,5000,1300000,241000,242000,240000,428,1411,2118,25675,-3.6,16000,14.72,21.3
003240,태광산업,보통주,688000,2.33,1696,7660,8.67,12,19751227,소재,소재,화학,5000,1113400,666000,674000,658000,901,43571,29180,291425,-6.14,1550,3.78,4.34
016800,퍼시스,보통주,29350,1.19,1656,3375,9.99,12,19961224,경기소비재,내구소비재 및 의류,내구소비재,1000,11500000,28800,29100,28800,58,4818,3047,25123,-3.46,1000,7.03,7.86
300720,한일시멘트(신설),보통주,82900,.48,1642,5742,9.56,12,20180806,소재,소재,건축소재,5000,6926154,82500,83100,82000,182,13836,9462,58950,84.81,4700,2.94,4.62
005800,신영와코루,보통주,101500,2.46,1549,914,23.6,12,19761228,경기소비재,내구소비재 및 의류,섬유 및 의복,5000,900000,94500,99000,93200,63,3390,1762,1427,2.78,1500,1.13,1.23
049770,동원에프앤비,보통주,170500,-.29,1548,6580,13.28,12,20001123,필수소비재,음식료 및 담배,식료품,5000,3859124,170000,171500,168500,729,15735,30303,101405,8.13,3000,4.41,10
004700,조광피혁,보통주,49400,-1.01,1444,3285,17.88,12,19770527,경기소비재,내구소비재 및 의류,섬유 및 의복,5000,6649138,49500,50000,49050,98,2958,1082,15847,-15.22,,5.31,5.66
006570,대림통상,보통주,4285,-.12,1396,652,-5.39,12,19751120,산업재,자본재,건축자재,1000,15225000,4190,4300,4140,1,1795,1836,-2473,-8.78,140,-6.18,-11.77
005820,원림,보통주,18700,0,1388,411,13.46,12,19900420,소재,소재,용기 및 포장,5000,2200000,18650,18750,18250,46,1631,791,4182,.14,250,2.78,3.33
002270,롯데푸드,보통주,312000,-.16,1387,3531,12.46,12,19730509,필수소비재,음식료 및 담배,식료품,5000,1131870,310000,313000,306500,693,13212,17880,49466,-1.26,12000,2.97,5.4
001940,KISCO홀딩스,보통주,11900,.42,1269,2199,5.31,12,19891113,소재,소재,금속 및 광물,1000,18476380,11800,11900,11700,96,15573,11830,57567,-8.2,280,4.05,5.58
034590,인천도시가스,보통주,25850,0,1208,1131,11.73,12,20061107,유틸리티,유틸리티,가스,5000,4374754,25950,26000,25700,84,3653,5735,11958,-1.88,1250,3,5.87
003120,일성신약,보통주,78300,.26,1141,2083,32.5,12,19850114,의료,제약 및 바이오,제약,5000,2660000,78300,78600,77900,122,3695,484,-1257,-21.48,750,1.87,2.01
000850,화천기공,보통주,30950,.81,1067,681,11.81,12,19991118,산업재,자본재,기계,5000,2200000,31150,31150,30700,36,3749,2065,6872,-4.21,1250,1.96,2.55
003920,남양유업,보통주,265500,.38,1009,1912,13.33,12,19780624,필수소비재,음식료 및 담배,식료품,5000,720000,262000,267000,262000,143,10564,10308,417,-4.53,1000,2.77,3.25
000650,천일고속,보통주,68000,-.44,980,972,138.47,12,19770623,산업재,운송,육상운수,5000,1429220,68700,70100,67500,59,800,596,561,5.61,5000,.9,1.28
002030,아세아,보통주,81600,0,809,1788,4.7,12,19740603,소재,소재,종이 및 목재,5000,2191024,81600,81900,80500,80,28695,15424,158121,-5.23,1750,3.31,6.37
004890,동일산업,보통주,68500,-.58,765,1661,37.44,12,20050630,소재,소재,금속 및 광물,5000,2425215,68300,69300,68300,61,4049,3547,-979,-9.29,750,.92,1.06
003650,미창석유공업,보통주,61500,-.33,677,1070,7.79,12,19890927,소재,소재,화학,5000,1739672,61900,61900,60500,9,2954,3237,17480,2.35,2000,6.13,6.98
000760,이화산업,보통주,15100,-5.63,546,423,-9.6,12,19940429,소재,소재,화학,5000,2800000,15750,16250,15450,61,2827,617,-1689,-10.7,,-1.67,-4.35
058650,세아홀딩스,보통주,71600,.14,331,2864,10.2,12,20010730,소재,소재,금속 및 광물,5000,4000000,71600,71800,71200,12,54567,49307,89528,-4.76,2250,.89,1.58
001460,BYC,보통주,230000,-.43,259,1437,7.15,12,19750602,경기소비재,내구소비재 및 의류,섬유 및 의복,5000,624615,226000,233500,225500,450,6939,1706,23394,-13.78,1100,3.88,6.6
009770,삼정펄프,보통주,28500,.53,259,712,17.58,12,20061017,필수소비재,생활용품,가정생활용품,5000,2499971,28250,28350,28000,21,2063,1471,6702,8.44,,2.29,2.56
003830,대한화섬,보통주,82000,-.61,160,1089,5.28,12,19851223,소재,소재,화학,5000,1328000,82700,82700,81600,12,6094,1142,4878,6.11,410,3.78,4.36
002600,조흥,보통주,151500,.99,79,909,11.43,12,19761223,필수소비재,음식료 및 담배,식료품,5000,600000,149000,150000,149000,2,2180,1951,12350,16.06,6000,3.8,6.15
004450,삼화왕관,보통주,39000,0,67,840,11.75,12,19760528,소재,소재,용기 및 포장,5000,2154379,40050,40050,39000,17,2387,1160,9097,7.34,1350,4.07,5.88
109070,컨버즈,보통주,4100,0,0,149,-5.2,12,20090317,소재,소재,종이 및 목재,500,3641959,4100,4100,4100,0,332,458,-5855,-48.62,,-20.95,-548.06
003280,흥아해운,보통주,258,0,0,301,-.99,12,19760629,산업재,운송,해상운수,500,116732559,258,258,258,0,4310,1022,-12364,1.34,,-8.32,-98.7
021820,세원정공,보통주,8090,0,0,809,10.65,06,19960703,경기소비재,자동차 및 부품,자동차부품,500,10000000,8090,8090,8090,0,6128,1569,-8519,-17.75,25,.75,1.85
010580,지코,보통주,306,0,0,198,-5.12,12,19941227,경기소비재,자동차 및 부품,자동차부품,500,64581636,306,306,306,0,746,799,-4587,.32,,-14.8,-43.44
002420,세기상사,보통주,61600,0,0,251,-25.03,12,19681227,경기소비재,미디어,미디어,5000,407592,61600,61600,61600,0,416,51,-457,-.69,,-2.24,-4.11
009810,엔케이물산,보통주,397,0,0,332,-20.25,12,19880831,경기소비재,미디어,미디어,500,83578428,390,400,381,1260,427,88,-1364,34.41,,-7.45,-7.77
012170,키위미디어그룹,보통주,600,0,0,397,-.04,12,19891220,경기소비재,미디어,미디어,500,37018093,600,600,600,0,568,314,-10832,73.43,,-71.33,-272.63
007630,폴루스바이오팜,보통주,1225,0,0,482,-3.61,12,19881024,IT,하드웨어,통신장비,500,39311572,1225,1225,1225,0,1509,95,-4258,-6.66,,-8.41,-27.04
012600,센트럴인사이트,보통주,7000,0,0,606,-1.13,12,19900710,IT,하드웨어,컴퓨터 및 주변기기,500,10195058,7000,7000,7000,0,508,674,-7953,87.13,,-31.42,-124.59
011690,유양디앤유,보통주,1220,0,0,714,-29.78,12,19951221,IT,하드웨어,전자 장비 및 기기,500,58494201,1220,1220,1220,0,2069,1083,-5100,18.89,,-4.74,-8.52
